train_name,route,temperature,weather,day_of_week,holiday,delay_minutes
Yal Devi,MT-Lavania-Kankesanturai,35,rainy,Wednesday,Yes,0
Yal Devi,MT-Lavania-Kankesanturai,26,cloudy,Wednesday,No,26
Yal Devi,MT-Lavania-Kankesanturai,25,sunny,Wednesday,No,10
Yal Devi,MT-Lavania-Kankesanturai,29,rainy,Wednesday,Yes,20
Yal Devi,MT-Lavania-Kankesanturai,24,sunny,Wednesday,No,15
Yal Devi,MT-Lavania-Kankesanturai,26,rainy,Wednesday,Yes,11
Yal Devi,MT-Lavania-Kankesanturai,31,cloudy,Wednesday,No,11
Yal Devi,MT-Lavania-Kankesanturai,32,rainy,Wednesday,No,12
Yal Devi,MT-Lavania-Kankesanturai,27,sunny,Wednesday,Yes,15
Yal Devi,MT-Lavania-Kankesanturai,27,rainy,Wednesday,Yes,0
Yal Devi,MT-Lavania-Kankesanturai,28,cloudy,Wednesday,Yes,18
Yal Devi,MT-Lavania-Kankesanturai,33,sunny,Wednesday,Yes,1
Yal Devi,MT-Lavania-Kankesanturai,33,rainy,Wednesday,Yes,1
Yal Devi,MT-Lavania-Kankesanturai,32,cloudy,Wednesday,Yes,17
Yal Devi,MT-Lavania-Kankesanturai,26,rainy,Wednesday,Yes,30
Yal Devi,MT-Lavania-Kankesanturai,29,cloudy,Wednesday,No,10
Yal Devi,MT-Lavania-Kankesanturai,34,sunny,Wednesday,No,0
Yal Devi,MT-Lavania-Kankesanturai,29,rainy,Wednesday,Yes,13
Yal Devi,MT-Lavania-Kankesanturai,31,rainy,Wednesday,No,18
Yal Devi,MT-Lavania-Kankesanturai,29,cloudy,Wednesday,No,21
Yal Devi,MT-Lavania-Kankesanturai,30,rainy,Thursday,Yes,1
Yal Devi,MT-Lavania-Kankesanturai,27,rainy,Thursday,No,0
Yal Devi,MT-Lavania-Kankesanturai,31,cloudy,Thursday,Yes,23
Yal Devi,MT-Lavania-Kankesanturai,34,sunny,Thursday,No,6
Yal Devi,MT-Lavania-Kankesanturai,32,sunny,Thursday,Yes,19
Yal Devi,MT-Lavania-Kankesanturai,33,rainy,Thursday,No,11
Yal Devi,MT-Lavania-Kankesanturai,32,sunny,Thursday,Yes,29
Yal Devi,MT-Lavania-Kankesanturai,31,sunny,Thursday,No,10
Yal Devi,MT-Lavania-Kankesanturai,26,sunny,Thursday,Yes,0
Yal Devi,MT-Lavania-Kankesanturai,24,cloudy,Thursday,No,20
Yal Devi,MT-Lavania-Kankesanturai,28,rainy,Thursday,No,9
Yal Devi,MT-Lavania-Kankesanturai,25,cloudy,Thursday,No,16
Yal Devi,MT-Lavania-Kankesanturai,24,rainy,Thursday,Yes,9
Yal Devi,MT-Lavania-Kankesanturai,26,cloudy,Thursday,No,18
Yal Devi,MT-Lavania-Kankesanturai,30,rainy,Thursday,Yes,20
Yal Devi,MT-Lavania-Kankesanturai,27,rainy,Thursday,No,44
Yal Devi,MT-Lavania-Kankesanturai,31,cloudy,Thursday,No,23
Yal Devi,MT-Lavania-Kankesanturai,34,sunny,Thursday,No,19
Yal Devi,MT-Lavania-Kankesanturai,34,cloudy,Thursday,Yes,21
Yal Devi,MT-Lavania-Kankesanturai,30,cloudy,Thursday,No,26
Yal Devi,MT-Lavania-Kankesanturai,28,cloudy,Thursday,Yes,15
Yal Devi,MT-Lavania-Kankesanturai,33,rainy,Thursday,No,2
Yal Devi,MT-Lavania-Kankesanturai,24,cloudy,Thursday,Yes,15
Yal Devi,MT-Lavania-Kankesanturai,27,cloudy,Thursday,No,17
Yal Devi,MT-Lavania-Kankesanturai,32,sunny,Thursday,Yes,0
Yal Devi,MT-Lavania-Kankesanturai,34,sunny,Thursday,No,17
Yal Devi,MT-Lavania-Kankesanturai,29,sunny,Thursday,No,18
Yal Devi,MT-Lavania-Kankesanturai,24,rainy,Thursday,No,32
Yal Devi,MT-Lavania-Kankesanturai,28,cloudy,Thursday,Yes,0
Yal Devi,MT-Lavania-Kankesanturai,35,cloudy,Thursday,Yes,19
Yal Devi,MT-Lavania-Kankesanturai,24,sunny,Friday,Yes,17
Yal Devi,MT-Lavania-Kankesanturai,28,cloudy,Friday,Yes,31
Yal Devi,MT-Lavania-Kankesanturai,31,cloudy,Friday,Yes,17
Yal Devi,MT-Lavania-Kankesanturai,27,cloudy,Friday,Yes,28
Yal Devi,MT-Lavania-Kankesanturai,26,rainy,Friday,No,23
Yal Devi,MT-Lavania-Kankesanturai,25,rainy,Friday,No,27
Yal Devi,MT-Lavania-Kankesanturai,31,rainy,Friday,Yes,8
Yal Devi,MT-Lavania-Kankesanturai,31,cloudy,Friday,Yes,15
Yal Devi,MT-Lavania-Kankesanturai,34,cloudy,Friday,No,20
Yal Devi,MT-Lavania-Kankesanturai,33,sunny,Friday,Yes,0
Yal Devi,MT-Lavania-Kankesanturai,24,cloudy,Friday,Yes,5
Yal Devi,MT-Lavania-Kankesanturai,28,cloudy,Friday,Yes,2
Yal Devi,MT-Lavania-Kankesanturai,25,cloudy,Friday,No,3
Yal Devi,MT-Lavania-Kankesanturai,34,sunny,Friday,No,12
Yal Devi,MT-Lavania-Kankesanturai,29,rainy,Friday,Yes,3
Yal Devi,MT-Lavania-Kankesanturai,32,cloudy,Friday,No,20
Yal Devi,MT-Lavania-Kankesanturai,25,cloudy,Friday,No,19
Yal Devi,MT-Lavania-Kankesanturai,27,rainy,Friday,No,26
Yal Devi,MT-Lavania-Kankesanturai,31,rainy,Friday,Yes,14
Yal Devi,MT-Lavania-Kankesanturai,24,sunny,Friday,No,14
Yal Devi,MT-Lavania-Kankesanturai,29,sunny,Friday,Yes,25
Yal Devi,MT-Lavania-Kankesanturai,29,sunny,Friday,Yes,7
Yal Devi,MT-Lavania-Kankesanturai,28,cloudy,Friday,Yes,0
Yal Devi,MT-Lavania-Kankesanturai,35,cloudy,Friday,Yes,12
Yal Devi,MT-Lavania-Kankesanturai,24,sunny,Friday,Yes,6
Yal Devi,MT-Lavania-Kankesanturai,33,cloudy,Friday,No,0
Yal Devi,MT-Lavania-Kankesanturai,33,cloudy,Friday,Yes,24
Yal Devi,MT-Lavania-Kankesanturai,24,sunny,Friday,No,9
Yal Devi,MT-Lavania-Kankesanturai,26,cloudy,Friday,Yes,2
Yal Devi,MT-Lavania-Kankesanturai,26,cloudy,Friday,Yes,18
Yal Devi,MT-Lavania-Kankesanturai,32,rainy,Saturday,Yes,17
Yal Devi,MT-Lavania-Kankesanturai,32,rainy,Saturday,Yes,16
Yal Devi,MT-Lavania-Kankesanturai,26,sunny,Saturday,Yes,24
Yal Devi,MT-Lavania-Kankesanturai,24,cloudy,Saturday,Yes,35
Yal Devi,MT-Lavania-Kankesanturai,30,rainy,Saturday,No,19
Yal Devi,MT-Lavania-Kankesanturai,34,rainy,Saturday,Yes,41
Yal Devi,MT-Lavania-Kankesanturai,27,sunny,Saturday,Yes,7
Yal Devi,MT-Lavania-Kankesanturai,30,cloudy,Saturday,No,2
Yal Devi,MT-Lavania-Kankesanturai,24,cloudy,Saturday,Yes,12
Yal Devi,MT-Lavania-Kankesanturai,24,cloudy,Saturday,No,21
Yal Devi,MT-Lavania-Kankesanturai,25,sunny,Saturday,Yes,11
Yal Devi,MT-Lavania-Kankesanturai,34,cloudy,Saturday,No,4
Yal Devi,MT-Lavania-Kankesanturai,35,cloudy,Saturday,Yes,22
Yal Devi,MT-Lavania-Kankesanturai,31,rainy,Saturday,No,10
Yal Devi,MT-Lavania-Kankesanturai,33,cloudy,Saturday,Yes,3
Yal Devi,MT-Lavania-Kankesanturai,27,cloudy,Saturday,No,0
Yal Devi,MT-Lavania-Kankesanturai,35,cloudy,Saturday,Yes,25
Yal Devi,MT-Lavania-Kankesanturai,29,rainy,Saturday,No,5
Yal Devi,MT-Lavania-Kankesanturai,27,sunny,Saturday,No,0
Yal Devi,MT-Lavania-Kankesanturai,29,cloudy,Saturday,No,10
Yal Devi,MT-Lavania-Kankesanturai,30,sunny,Saturday,No,10
Yal Devi,MT-Lavania-Kankesanturai,27,rainy,Saturday,Yes,27
Yal Devi,MT-Lavania-Kankesanturai,24,rainy,Saturday,Yes,9
Yal Devi,MT-Lavania-Kankesanturai,32,cloudy,Saturday,Yes,8
Yal Devi,MT-Lavania-Kankesanturai,26,cloudy,Saturday,No,20
Yal Devi,MT-Lavania-Kankesanturai,35,rainy,Saturday,No,26
Yal Devi,MT-Lavania-Kankesanturai,26,rainy,Saturday,Yes,15
Yal Devi,MT-Lavania-Kankesanturai,32,rainy,Saturday,Yes,21
Yal Devi,MT-Lavania-Kankesanturai,30,rainy,Saturday,Yes,7
Yal Devi,MT-Lavania-Kankesanturai,28,cloudy,Saturday,No,14
Yal Devi,MT-Lavania-Kankesanturai,30,sunny,Sunday,No,22
Yal Devi,MT-Lavania-Kankesanturai,28,rainy,Sunday,Yes,10
Yal Devi,MT-Lavania-Kankesanturai,31,sunny,Sunday,No,38
Yal Devi,MT-Lavania-Kankesanturai,26,sunny,Sunday,Yes,26
Yal Devi,MT-Lavania-Kankesanturai,33,rainy,Sunday,No,31
Yal Devi,MT-Lavania-Kankesanturai,28,cloudy,Sunday,No,7
Yal Devi,MT-Lavania-Kankesanturai,35,cloudy,Sunday,Yes,14
Yal Devi,MT-Lavania-Kankesanturai,35,sunny,Sunday,Yes,14
Yal Devi,MT-Lavania-Kankesanturai,28,cloudy,Sunday,No,14
Yal Devi,MT-Lavania-Kankesanturai,31,rainy,Sunday,No,25
Yal Devi,MT-Lavania-Kankesanturai,24,sunny,Sunday,Yes,18
Yal Devi,MT-Lavania-Kankesanturai,29,sunny,Sunday,No,13
Yal Devi,MT-Lavania-Kankesanturai,26,rainy,Sunday,Yes,5
Yal Devi,MT-Lavania-Kankesanturai,34,sunny,Sunday,Yes,25
Yal Devi,MT-Lavania-Kankesanturai,32,rainy,Sunday,No,26
Yal Devi,MT-Lavania-Kankesanturai,25,sunny,Sunday,Yes,25
Yal Devi,MT-Lavania-Kankesanturai,30,rainy,Sunday,Yes,12
Yal Devi,MT-Lavania-Kankesanturai,34,cloudy,Sunday,Yes,3
Yal Devi,MT-Lavania-Kankesanturai,35,rainy,Sunday,Yes,17
Yal Devi,MT-Lavania-Kankesanturai,33,cloudy,Sunday,No,2
Yal Devi,MT-Lavania-Kankesanturai,32,cloudy,Sunday,Yes,1
Yal Devi,MT-Lavania-Kankesanturai,30,cloudy,Sunday,Yes,11
Yal Devi,MT-Lavania-Kankesanturai,30,cloudy,Sunday,Yes,5
Yal Devi,MT-Lavania-Kankesanturai,26,sunny,Sunday,No,0
Yal Devi,MT-Lavania-Kankesanturai,29,cloudy,Sunday,No,19
Yal Devi,MT-Lavania-Kankesanturai,31,cloudy,Sunday,Yes,0
Yal Devi,MT-Lavania-Kankesanturai,29,rainy,Sunday,Yes,5
Yal Devi,MT-Lavania-Kankesanturai,26,sunny,Sunday,No,31
Yal Devi,MT-Lavania-Kankesanturai,26,cloudy,Sunday,No,15
Yal Devi,MT-Lavania-Kankesanturai,35,sunny,Sunday,Yes,23
Yal Devi,Kankesanturai-MT-Lavania,31,sunny,Monday,Yes,7
Yal Devi,Kankesanturai-MT-Lavania,35,cloudy,Monday,Yes,23
Yal Devi,Kankesanturai-MT-Lavania,28,sunny,Monday,Yes,7
Yal Devi,Kankesanturai-MT-Lavania,29,sunny,Monday,No,17
Yal Devi,Kankesanturai-MT-Lavania,34,sunny,Monday,Yes,3
Yal Devi,Kankesanturai-MT-Lavania,34,rainy,Monday,Yes,11
Yal Devi,Kankesanturai-MT-Lavania,35,cloudy,Monday,Yes,20
Yal Devi,Kankesanturai-MT-Lavania,35,rainy,Monday,No,5
Yal Devi,Kankesanturai-MT-Lavania,35,rainy,Monday,No,3
Yal Devi,Kankesanturai-MT-Lavania,33,cloudy,Monday,Yes,8
Yal Devi,Kankesanturai-MT-Lavania,25,rainy,Monday,Yes,11
Yal Devi,Kankesanturai-MT-Lavania,34,sunny,Monday,Yes,17
Yal Devi,Kankesanturai-MT-Lavania,24,sunny,Monday,Yes,29
Yal Devi,Kankesanturai-MT-Lavania,29,rainy,Monday,No,3
Yal Devi,Kankesanturai-MT-Lavania,28,sunny,Monday,Yes,15
Yal Devi,Kankesanturai-MT-Lavania,33,sunny,Monday,No,1
Yal Devi,Kankesanturai-MT-Lavania,25,rainy,Monday,No,35
Yal Devi,Kankesanturai-MT-Lavania,28,rainy,Monday,Yes,16
Yal Devi,Kankesanturai-MT-Lavania,28,rainy,Monday,Yes,20
Yal Devi,Kankesanturai-MT-Lavania,29,sunny,Monday,No,4
Yal Devi,Kankesanturai-MT-Lavania,27,sunny,Monday,No,3
Yal Devi,Kankesanturai-MT-Lavania,28,cloudy,Monday,No,17
Yal Devi,Kankesanturai-MT-Lavania,25,sunny,Monday,No,33
Yal Devi,Kankesanturai-MT-Lavania,32,rainy,Monday,Yes,14
Yal Devi,Kankesanturai-MT-Lavania,24,rainy,Monday,Yes,15
Yal Devi,Kankesanturai-MT-Lavania,33,rainy,Monday,No,20
Yal Devi,Kankesanturai-MT-Lavania,28,rainy,Monday,Yes,0
Yal Devi,Kankesanturai-MT-Lavania,31,cloudy,Monday,No,28
Yal Devi,Kankesanturai-MT-Lavania,27,cloudy,Monday,Yes,16
Yal Devi,Kankesanturai-MT-Lavania,24,cloudy,Monday,Yes,0
Yal Devi,Kankesanturai-MT-Lavania,31,cloudy,Tuesday,No,21
Yal Devi,Kankesanturai-MT-Lavania,32,cloudy,Tuesday,Yes,12
Yal Devi,Kankesanturai-MT-Lavania,34,sunny,Tuesday,Yes,6
Yal Devi,Kankesanturai-MT-Lavania,29,cloudy,Tuesday,Yes,32
Yal Devi,Kankesanturai-MT-Lavania,32,sunny,Tuesday,Yes,5
Yal Devi,Kankesanturai-MT-Lavania,31,sunny,Tuesday,No,0
Yal Devi,Kankesanturai-MT-Lavania,34,rainy,Tuesday,Yes,19
Yal Devi,Kankesanturai-MT-Lavania,30,sunny,Tuesday,No,12
Yal Devi,Kankesanturai-MT-Lavania,24,sunny,Tuesday,No,5
Yal Devi,Kankesanturai-MT-Lavania,28,rainy,Tuesday,Yes,22
Yal Devi,Kankesanturai-MT-Lavania,24,sunny,Tuesday,No,39
Yal Devi,Kankesanturai-MT-Lavania,27,cloudy,Tuesday,Yes,18
Yal Devi,Kankesanturai-MT-Lavania,32,sunny,Tuesday,No,8
Yal Devi,Kankesanturai-MT-Lavania,31,rainy,Tuesday,No,26
Yal Devi,Kankesanturai-MT-Lavania,31,rainy,Tuesday,No,19
Yal Devi,Kankesanturai-MT-Lavania,25,cloudy,Tuesday,Yes,40
Yal Devi,Kankesanturai-MT-Lavania,32,rainy,Tuesday,No,9
Yal Devi,Kankesanturai-MT-Lavania,28,rainy,Tuesday,No,39
Yal Devi,Kankesanturai-MT-Lavania,29,rainy,Tuesday,Yes,32
Yal Devi,Kankesanturai-MT-Lavania,34,sunny,Tuesday,Yes,29
Yal Devi,Kankesanturai-MT-Lavania,28,sunny,Tuesday,No,8
Yal Devi,Kankesanturai-MT-Lavania,27,sunny,Tuesday,Yes,3
Yal Devi,Kankesanturai-MT-Lavania,35,cloudy,Tuesday,No,11
Yal Devi,Kankesanturai-MT-Lavania,34,sunny,Tuesday,Yes,11
Yal Devi,Kankesanturai-MT-Lavania,26,sunny,Tuesday,No,10
Yal Devi,Kankesanturai-MT-Lavania,27,rainy,Tuesday,Yes,0
Yal Devi,Kankesanturai-MT-Lavania,26,rainy,Tuesday,No,11
Yal Devi,Kankesanturai-MT-Lavania,29,rainy,Tuesday,No,28
Yal Devi,Kankesanturai-MT-Lavania,26,rainy,Tuesday,No,9
Yal Devi,Kankesanturai-MT-Lavania,33,rainy,Tuesday,Yes,5
Yal Devi,Kankesanturai-MT-Lavania,24,rainy,Wednesday,No,27
Yal Devi,Kankesanturai-MT-Lavania,24,cloudy,Wednesday,Yes,22
Yal Devi,Kankesanturai-MT-Lavania,31,rainy,Wednesday,No,13
Yal Devi,Kankesanturai-MT-Lavania,25,rainy,Wednesday,Yes,28
Yal Devi,Kankesanturai-MT-Lavania,26,cloudy,Wednesday,No,14
Yal Devi,Kankesanturai-MT-Lavania,29,sunny,Wednesday,Yes,13
Yal Devi,Kankesanturai-MT-Lavania,33,cloudy,Wednesday,No,10
Yal Devi,Kankesanturai-MT-Lavania,33,cloudy,Wednesday,Yes,34
Yal Devi,Kankesanturai-MT-Lavania,24,cloudy,Wednesday,Yes,10
Yal Devi,Kankesanturai-MT-Lavania,27,cloudy,Wednesday,Yes,18
Yal Devi,Kankesanturai-MT-Lavania,24,sunny,Wednesday,No,11
Yal Devi,Kankesanturai-MT-Lavania,30,sunny,Wednesday,No,39
Yal Devi,Kankesanturai-MT-Lavania,35,cloudy,Wednesday,No,4
Yal Devi,Kankesanturai-MT-Lavania,32,sunny,Wednesday,No,23
Yal Devi,Kankesanturai-MT-Lavania,24,rainy,Wednesday,No,33
Yal Devi,Kankesanturai-MT-Lavania,24,rainy,Wednesday,No,17
Yal Devi,Kankesanturai-MT-Lavania,35,cloudy,Wednesday,No,7
Yal Devi,Kankesanturai-MT-Lavania,34,cloudy,Wednesday,Yes,33
Yal Devi,Kankesanturai-MT-Lavania,30,sunny,Wednesday,No,41
Yal Devi,Kankesanturai-MT-Lavania,31,rainy,Wednesday,Yes,0
Yal Devi,Kankesanturai-MT-Lavania,31,cloudy,Wednesday,Yes,7
Yal Devi,Kankesanturai-MT-Lavania,35,sunny,Wednesday,No,20
Yal Devi,Kankesanturai-MT-Lavania,24,rainy,Wednesday,No,15
Yal Devi,Kankesanturai-MT-Lavania,34,cloudy,Wednesday,No,0
Yal Devi,Kankesanturai-MT-Lavania,30,cloudy,Wednesday,Yes,21
Yal Devi,Kankesanturai-MT-Lavania,25,rainy,Wednesday,Yes,15
Yal Devi,Kankesanturai-MT-Lavania,25,rainy,Wednesday,Yes,0
Yal Devi,Kankesanturai-MT-Lavania,31,sunny,Wednesday,Yes,6
Yal Devi,Kankesanturai-MT-Lavania,29,cloudy,Wednesday,Yes,19
Yal Devi,Kankesanturai-MT-Lavania,31,rainy,Wednesday,Yes,22
Yal Devi,Kankesanturai-MT-Lavania,26,cloudy,Thursday,Yes,21
Yal Devi,Kankesanturai-MT-Lavania,34,sunny,Thursday,Yes,11
Yal Devi,Kankesanturai-MT-Lavania,28,rainy,Thursday,No,22
Yal Devi,Kankesanturai-MT-Lavania,31,sunny,Thursday,Yes,0
Yal Devi,Kankesanturai-MT-Lavania,31,rainy,Thursday,No,14
Yal Devi,Kankesanturai-MT-Lavania,34,rainy,Thursday,Yes,12
Yal Devi,Kankesanturai-MT-Lavania,24,cloudy,Thursday,No,0
Yal Devi,Kankesanturai-MT-Lavania,26,rainy,Thursday,No,11
Yal Devi,Kankesanturai-MT-Lavania,34,sunny,Thursday,Yes,16
Yal Devi,Kankesanturai-MT-Lavania,31,rainy,Thursday,Yes,19
Yal Devi,Kankesanturai-MT-Lavania,31,cloudy,Thursday,No,7
Yal Devi,Kankesanturai-MT-Lavania,25,rainy,Thursday,Yes,0
Yal Devi,Kankesanturai-MT-Lavania,24,rainy,Thursday,Yes,22
Yal Devi,Kankesanturai-MT-Lavania,26,cloudy,Thursday,No,17
Yal Devi,Kankesanturai-MT-Lavania,34,rainy,Thursday,No,18
Yal Devi,Kankesanturai-MT-Lavania,34,cloudy,Thursday,No,0
Yal Devi,Kankesanturai-MT-Lavania,31,cloudy,Thursday,Yes,12
Yal Devi,Kankesanturai-MT-Lavania,25,rainy,Thursday,No,15
Yal Devi,Kankesanturai-MT-Lavania,32,sunny,Thursday,Yes,3
Yal Devi,Kankesanturai-MT-Lavania,33,sunny,Thursday,Yes,11
Yal Devi,Kankesanturai-MT-Lavania,26,cloudy,Thursday,Yes,24
Yal Devi,Kankesanturai-MT-Lavania,28,cloudy,Thursday,Yes,7
Yal Devi,Kankesanturai-MT-Lavania,27,cloudy,Thursday,No,17
Yal Devi,Kankesanturai-MT-Lavania,29,cloudy,Thursday,Yes,10
Yal Devi,Kankesanturai-MT-Lavania,24,rainy,Thursday,No,8
Yal Devi,Kankesanturai-MT-Lavania,27,sunny,Thursday,No,0
Yal Devi,Kankesanturai-MT-Lavania,26,cloudy,Thursday,No,25
Yal Devi,Kankesanturai-MT-Lavania,33,sunny,Thursday,Yes,19
Yal Devi,Kankesanturai-MT-Lavania,33,sunny,Thursday,Yes,12
Yal Devi,Kankesanturai-MT-Lavania,30,sunny,Thursday,No,9
Yal Devi,Kankesanturai-MT-Lavania,28,cloudy,Friday,Yes,0
Yal Devi,Kankesanturai-MT-Lavania,28,cloudy,Friday,Yes,6
Yal Devi,Kankesanturai-MT-Lavania,30,cloudy,Friday,No,7
Yal Devi,Kankesanturai-MT-Lavania,29,sunny,Friday,Yes,13
Yal Devi,Kankesanturai-MT-Lavania,24,rainy,Friday,Yes,2
Yal Devi,Kankesanturai-MT-Lavania,26,sunny,Friday,No,17
Yal Devi,Kankesanturai-MT-Lavania,34,cloudy,Friday,Yes,20
Yal Devi,Kankesanturai-MT-Lavania,34,cloudy,Friday,No,40
Yal Devi,Kankesanturai-MT-Lavania,35,cloudy,Friday,No,13
Yal Devi,Kankesanturai-MT-Lavania,25,rainy,Friday,No,13
Yal Devi,Kankesanturai-MT-Lavania,35,cloudy,Friday,No,35
Yal Devi,Kankesanturai-MT-Lavania,33,cloudy,Friday,Yes,25
Yal Devi,Kankesanturai-MT-Lavania,32,rainy,Friday,Yes,8
Yal Devi,Kankesanturai-MT-Lavania,24,sunny,Friday,Yes,0
Yal Devi,Kankesanturai-MT-Lavania,27,sunny,Friday,No,11
Yal Devi,Kankesanturai-MT-Lavania,29,rainy,Friday,No,14
Yal Devi,Kankesanturai-MT-Lavania,33,cloudy,Friday,Yes,8
Yal Devi,Kankesanturai-MT-Lavania,28,cloudy,Friday,Yes,9
Yal Devi,Kankesanturai-MT-Lavania,25,cloudy,Friday,Yes,16
Yal Devi,Kankesanturai-MT-Lavania,28,cloudy,Friday,Yes,15
Yal Devi,Kankesanturai-MT-Lavania,30,rainy,Friday,No,35
Yal Devi,Kankesanturai-MT-Lavania,35,sunny,Friday,Yes,20
Yal Devi,Kankesanturai-MT-Lavania,31,cloudy,Friday,No,21
Yal Devi,Kankesanturai-MT-Lavania,24,sunny,Friday,No,20
Yal Devi,Kankesanturai-MT-Lavania,33,cloudy,Friday,Yes,20
Yal Devi,Kankesanturai-MT-Lavania,26,rainy,Friday,No,7
Yal Devi,Kankesanturai-MT-Lavania,28,rainy,Friday,Yes,20
Yal Devi,Kankesanturai-MT-Lavania,29,cloudy,Friday,No,29
Yal Devi,Kankesanturai-MT-Lavania,29,rainy,Friday,Yes,19
Yal Devi,Kankesanturai-MT-Lavania,25,rainy,Friday,Yes,17
Yal Devi,Kankesanturai-MT-Lavania,25,cloudy,Saturday,No,12
Yal Devi,Kankesanturai-MT-Lavania,27,rainy,Saturday,Yes,7
Yal Devi,Kankesanturai-MT-Lavania,24,rainy,Saturday,Yes,18
Yal Devi,Kankesanturai-MT-Lavania,32,rainy,Saturday,Yes,12
Yal Devi,Kankesanturai-MT-Lavania,25,rainy,Saturday,No,14
Yal Devi,Kankesanturai-MT-Lavania,28,rainy,Saturday,No,14
Yal Devi,Kankesanturai-MT-Lavania,33,sunny,Saturday,Yes,17
Yal Devi,Kankesanturai-MT-Lavania,27,sunny,Saturday,No,5
Yal Devi,Kankesanturai-MT-Lavania,28,rainy,Saturday,Yes,12
Yal Devi,Kankesanturai-MT-Lavania,32,rainy,Saturday,Yes,4
Yal Devi,Kankesanturai-MT-Lavania,24,sunny,Saturday,No,12
Yal Devi,Kankesanturai-MT-Lavania,24,cloudy,Saturday,No,10
Yal Devi,Kankesanturai-MT-Lavania,31,cloudy,Saturday,Yes,51
Yal Devi,Kankesanturai-MT-Lavania,24,rainy,Saturday,Yes,6
Yal Devi,Kankesanturai-MT-Lavania,24,cloudy,Saturday,No,26
Yal Devi,Kankesanturai-MT-Lavania,26,cloudy,Saturday,No,0
Yal Devi,Kankesanturai-MT-Lavania,31,sunny,Saturday,No,15
Yal Devi,Kankesanturai-MT-Lavania,24,sunny,Saturday,Yes,8
Yal Devi,Kankesanturai-MT-Lavania,28,rainy,Saturday,Yes,27
Yal Devi,Kankesanturai-MT-Lavania,30,sunny,Saturday,Yes,0
Yal Devi,Kankesanturai-MT-Lavania,31,rainy,Saturday,No,19
Yal Devi,Kankesanturai-MT-Lavania,24,rainy,Saturday,No,22
Yal Devi,Kankesanturai-MT-Lavania,28,rainy,Saturday,No,14
Yal Devi,Kankesanturai-MT-Lavania,26,cloudy,Saturday,No,7
Yal Devi,Kankesanturai-MT-Lavania,32,rainy,Saturday,Yes,0
Yal Devi,Kankesanturai-MT-Lavania,30,sunny,Saturday,Yes,20
Yal Devi,Kankesanturai-MT-Lavania,24,sunny,Saturday,Yes,22
Yal Devi,Kankesanturai-MT-Lavania,34,cloudy,Saturday,No,17
Yal Devi,Kankesanturai-MT-Lavania,33,rainy,Saturday,No,5
Yal Devi,Kankesanturai-MT-Lavania,27,sunny,Saturday,Yes,18
Yal Devi,Kankesanturai-MT-Lavania,34,cloudy,Sunday,Yes,31
Yal Devi,Kankesanturai-MT-Lavania,24,cloudy,Sunday,Yes,18
Yal Devi,Kankesanturai-MT-Lavania,25,sunny,Sunday,No,0
Yal Devi,Kankesanturai-MT-Lavania,34,rainy,Sunday,Yes,19
Yal Devi,Kankesanturai-MT-Lavania,35,rainy,Sunday,Yes,0
Yal Devi,Kankesanturai-MT-Lavania,35,rainy,Sunday,No,7
Yal Devi,Kankesanturai-MT-Lavania,35,rainy,Sunday,Yes,23
Yal Devi,Kankesanturai-MT-Lavania,27,cloudy,Sunday,Yes,3
Yal Devi,Kankesanturai-MT-Lavania,32,cloudy,Sunday,No,29
Yal Devi,Kankesanturai-MT-Lavania,33,rainy,Sunday,Yes,6
Yal Devi,Kankesanturai-MT-Lavania,33,cloudy,Sunday,Yes,15
Yal Devi,Kankesanturai-MT-Lavania,25,rainy,Sunday,No,9
Yal Devi,Kankesanturai-MT-Lavania,28,cloudy,Sunday,Yes,15
Yal Devi,Kankesanturai-MT-Lavania,31,cloudy,Sunday,Yes,0
Yal Devi,Kankesanturai-MT-Lavania,35,rainy,Sunday,Yes,4
Yal Devi,Kankesanturai-MT-Lavania,30,sunny,Sunday,No,13
Yal Devi,Kankesanturai-MT-Lavania,28,cloudy,Sunday,No,11
Yal Devi,Kankesanturai-MT-Lavania,29,cloudy,Sunday,No,10
Yal Devi,Kankesanturai-MT-Lavania,24,rainy,Sunday,Yes,8
Yal Devi,Kankesanturai-MT-Lavania,35,sunny,Sunday,Yes,8
Yal Devi,Kankesanturai-MT-Lavania,32,rainy,Sunday,No,24
Yal Devi,Kankesanturai-MT-Lavania,29,cloudy,Sunday,No,24
Yal Devi,Kankesanturai-MT-Lavania,35,sunny,Sunday,No,17
Yal Devi,Kankesanturai-MT-Lavania,32,rainy,Sunday,Yes,25
Yal Devi,Kankesanturai-MT-Lavania,35,rainy,Sunday,Yes,25
Yal Devi,Kankesanturai-MT-Lavania,28,sunny,Sunday,Yes,10
Yal Devi,Kankesanturai-MT-Lavania,27,sunny,Sunday,Yes,24
Yal Devi,Kankesanturai-MT-Lavania,28,rainy,Sunday,No,1
Yal Devi,Kankesanturai-MT-Lavania,24,sunny,Sunday,No,22
Yal Devi,Kankesanturai-MT-Lavania,35,rainy,Sunday,No,0
Udarata Menike,Badulla–Colombo,24,rainy,Tuesday,No,23
Udarata Menike,Colombo–Badulla,28,cloudy,Wednesday,No,3
Udarata Menike,Badulla–Colombo,28,cloudy,Wednesday,No,8
Udarata Menike,Colombo–Badulla,32,cloudy,Thursday,No,0
Udarata Menike,Badulla–Colombo,32,cloudy,Thursday,No,8
